TV;Radio;Social Media;Influencer;Sales
24;747.427.064;0.440111075;Mega;8.423.363.563
45;1.809.700.717;0.102153377;Micro;1.604.351.038
81;2.406.207.496;1.540.092.049;Nano;2.925.465.306
90;2.816.502.069;691.914.746;Mega;3.222.334.226
62;2.759.890.985;3.606.600.914;Nano;2.182.020.915
43;1.765.544.444;2.395.348.967;Micro;1.542.261.706
68;1.913.141.921;6.834.952.137;Micro;240.226.864
20;6.416.720.778;2.258.860.613;Nano;6.676.720.286
45;6.359.354.009;0.7043668;Mega;1.597.073.365
60;1.552.766.221;2.055.274.228;Macro;2.109.051.685
17;9.150.564.563;4.636.304.292;Macro;5.648.493.055
22;2.034.673.491;5.491.167.097;Mega;7.696.167.134
24;4.799.850.688;0.570028459;Macro;9.033.315.235
56;1.773.673.383;2.094.383.195;Micro;2.010.215.385
36;6.101.045.822;3.262.967.852;Micro;1.369.397.266
15;3.518.069.641;2.293.790.324;Micro;5.526.128.448
44;1.566.926.662;1.086.781.261;Nano;1.531.171.757
26;1.783.664.974;5.109.696.734;Micro;9.175.121.422
100;37.403.986;6.441.653.552;Nano;3.545.724.021
21;5.417.999.563;4.626.973.896;Mega;7.273.897.901
62;2.658.627.729;4.520.665.601;Micro;222.122.981
41;1.250.160.407;1.247.269.966;Macro;1.484.917.921
85;360.777.564;1.140.362.504;Macro;3.049.706.255
88;3.102.302.738;7.352.545.034;Macro;318.149.536
25;5.384.656.349;0.63199073;Mega;8.357.435.437
14;7.388.485.707;0.120490397;Mega;4.997.649.711
100;3.135.903.037;6.512.735.644;Macro;3.555.244.546
42;7.277.728.631;0.277136782;Macro;1.469.372.915
54;2.146.940.881;1.186.421.596;Macro;1.976.658.547
23;1.005.141.481;0.156850984;Micro;823.199.865
44;1.201.934.706;4.631.654.336;Nano;1.600.522.949
46;1.778.260.917;3.773.452.773;Macro;1.707.813.251
69;2.800.048.104;7.370.702.567;Micro;2.430.910.198
55;1.995.572.923;5.245.123.382;Micro;1.977.353.291
40;9.100.429.136;2.705.529.895;Macro;1.475.935.729
40;139.310.362;3.935.940.555;Nano;1.431.728.885
48;1.636.000.105;3.914.305.454;Macro;1.666.182.043
70;1.706.761.498;3.299.867.282;Macro;248.668.284
99;2.497.844.292;2.640.894.757;Macro;3.555.253.057
72;2.418.358.539;4.736.877.628;Mega;2.494.279.628
49;1.207.216.987;4.381.532.375;Macro;1.768.355.255
74;2.631.231.351;5.591.730.811;Macro;2.645.447.223
17;6.837.294.843;2.314.950.178;Macro;6.165.362.493
88;3.024.576.552;6.376.378.066;Macro;3.132.604.593
61;2.666.674.418;3.698.028.588;Micro;2.157.972.985
13;7.430.197.108;1.294.086.175;Micro;4.484.905.295
45;1.880.608.405;1.052.299.168;Nano;1.565.741.622
50;9.960.473.773;0.904872702;Micro;1.797.250.572
33;2.317.995.162;4.492.850.796;Macro;1.206.552.943
12;1.228.081.695;1.523.414.744;Macro;3.350.980.953
35;1.394.233.165;1.387.046.445;Mega;1.235.529.594
60;2.973.254.005;201.239.532;Mega;2.126.020.547
29;1.037.725.789;0.061983883;Mega;1.027.747.905
93;3.734.778.216;8.278.557.955;Nano;3.338.742.928
58;1.475.741.985;1.887.767.552;Mega;2.088.963.401
52;2.530.055.871;2.365.394.438;Mega;186.342.862
26;1.218.353.879;1.270.443.869;Micro;9.005.422.241
68;2.107.696.395;1.240.824.206;Macro;2.473.166.842
70;229.508.713;5.688.322.892;Mega;2.511.300.326
74;2.920.318.144;5.343.637.998;Mega;2.656.949.003
28;1.573.250.128;7.952.641.069;Mega;1.012.398.192
97;3.485.516.799;8.128.920.858;Macro;3.492.786.694
61;1.799.966.763;0.689676121;Nano;2.108.050.442
25;8.466.518.679;0.64854834;Mega;8.925.059.861
73;1.585.081.095;3.055.215.876;Mega;2.626.417.301
29;1.818.480.338;1.570.359.462;Macro;1.025.334.308
67;1.284.948.587;3.413.281.045;Mega;237.559.992
89;3.339.187.931;6.297.544.404;Mega;3.194.471.722
31;1.430.082.434;2.954.928.662;Nano;1.097.745.496
55;1.056.917.499;2.990.738.288;Mega;1.949.974.458
97;3.403.091.596;4.107.471.029;Mega;3.496.290.275
96;3.834.982.728;5.625.677.284;Nano;3.437.161.569
21;6.701.206.992;0.8861581;Macro;7.372.119.644
75;2.769.457.686;6.330.322.063;Mega;2.649.503.875
28;746.265.367;2.487.820.224;Micro;1.002.251.531
47;1.589.286.029;2.001.411.881;Mega;1.677.246.684
95;4.312.933.167;1.017.498.349;Micro;3.398.717.323
13;1.311.583.983;0.91786893;Micro;4.823.208.285
28;1.299.050.602;3.381.622.724;Micro;9.890.352.508
99;3.687.630.184;7.618.605.058;Mega;3.518.073.281
64;1.866.967.958;3.045.508.873;Mega;227.315.652
70;2.470.391.519;5.052.822.575;Mega;2.539.387.745
31;9.847.549.535;0.553308611;Micro;1.095.537.687
70;2.412.286.029;107.874.688;Nano;2.520.882.419
96;3.373.717.368;8.701.501.372;Micro;3.430.460.478
100;3.238.632.069;6.903.400.294;Mega;3.508.437.408
75;2.077.119.006;1.930.360.197;Nano;2.688.629.865
98;2.766.981.156;1.605.374.723;Nano;3.455.559.312
71;3.093.431.708;4.066.906.068;Macro;2.511.436.688
25;1.069.837.915;1.359.456.063;Mega;879.565.535
30;7.377.348.336;4.990.927.845;Macro;1.064.830.485
17;7.759.342.529;1.962.255.801;Nano;6.187.297.616
83;3.771.626.504;4.007.700.088;Macro;2.938.381.677
20;1.147.823.414;0.69576991;Nano;7.453.185.747
89;3.606.087.241;2.325.705.692;Nano;3.165.823.616
16;1.382.810.314;0.890157941;Mega;5.474.192.597
20;1.468.531.892;2.331.899.828;Mega;6.863.989.903
13;1.452.212.352;2.823.846.857;Nano;488.572.496
83;2.882.671.381;5.519.575.003;Macro;2.920.895.775
47;2.214.974.584;5.275.784.898;Micro;1.695.980.174
68;1.402.880.622;1.276.217.736;Nano;2.412.374.276
38;7.736.680.237;205.960.976;Mega;1.378.130.938
77;2.976.975.537;2.856.585.742;Macro;2.704.881.539
64;2.702.480.286;3.399.217.629;Macro;2.267.540.305
94;1.678.014.184;2.965.429.418;Nano;3.347.867.143
34;1.668.732.493;0.377600773;Mega;1.192.920.553
50;1.495.740.704;1.952.884.786;Mega;1.783.745.522
97;3.209.708.248;6.671.544.862;Micro;3.408.415.755
65;1.600.937.858;1.309.538.333;Micro;2.261.451.265
66;2.183.513.317;6.269.988.283;Mega;2.326.222.384
93;3.681.227.531;3.083.608.295;Mega;3.310.288.348
55;2.048.868.764;5.290.458.667;Mega;2.023.547.575
63;1.458.661.204;2.221.679.639;Nano;2.260.192.733
62;1.822.598.841;6.618.429.614;Nano;2.198.899.849
51;1.476.555.949;4.811.434.198;Nano;1.807.565.911
20;1.230.120.609;112.340.663;Mega;7.522.126.744
79;1.948.177.541;2.244.635.012;Macro;2.774.437.268
83;2.818.172.312;6.851.154.679;Nano;2.944.679.527
84;2.232.668.218;0.165284697;Micro;2.970.710.659
41;1.481.924.744;6.158.927.918;Nano;1.452.317.251
78;2.393.088.014;3.943.732.847;Mega;2.750.988.049
73;313.271.272;1.026.055.357;Nano;2.598.590.832
62;3.009.534.582;8.267.241.169;Nano;2.208.539.255
97;3.516.687.525;5.677.768.967;Mega;3.427.315.272
97;3.573.461.699;6.814.448.789;Micro;3.476.784.806
24;9.225.854.712;3.542.555.386;Micro;9.049.426.422
43;1.232.309.593;1.312.615.046;Macro;1.546.999.619
17;1.161.547.765;0.126207259;Nano;6.062.366.983
39;1.697.491.196;5.187.082.923;Micro;1.448.229.801
35;6.464.550.157;1.375.936.383;Mega;1.259.820.861
63;2.544.021.521;3.473.814.317;Mega;2.229.887.428
70;2.026.713.398;5.456.285.569;Mega;2.474.390.273
18;861.923.361;0.380371928;Mega;6.616.931.358
66;1.970.536.729;6.268.882.402;Macro;2.354.197.611
73;3.344.696.021;5.205.860.619;Mega;2.607.418.065
75;3.298.398.494;5.622.825.529;Nano;2.677.448.033
78;181.590.474;4.246.496.176;Mega;2.740.939.965
57;1.789.151.781;4.776.428.455;Micro;2.035.732.333
69;1.903.006.896;2.701.390.218;Micro;2.462.403.062
54;2.436.575.611;5.020.143.563;Macro;1.945.312.641
51;1.335.489.142;6.071.647.853;Macro;1.806.283.071
90;2.385.096.981;1.784.880.296;Macro;3.196.358.643
58;2.510.416.247;6.380.922.006;Macro;2.036.774.283
78;2.499.209.995;4.209.574.548;Macro;2.772.413.366
42;2.588.765.729;3.593.714.636;Nano;1.509.429.499
91;3.543.036.545;4.872.217.981;Nano;3.248.525.007
53;1.294.363.013;1.404.957.117;Mega;1.871.575.553
65;1.874.248.941;246.078.708;Micro;2.312.809.731
61;2.466.064.552;3.371.495.534;Mega;2.174.423.705
46;1.557.567.824;361.510.014;Nano;1.687.156.804
53;2.258.564.193;2.507.439.565;Mega;1.855.270.333
65;2.357.866.143;2.856.656.795;Mega;2.325.550.232
28;1.504.649.578;4.417.364.136;Macro;9.730.120.741
26;3.205.844.812;1.792.202.945;Macro;9.506.003.466
89;2.919.640.099;5.766.582.735;Mega;3.148.741.782
86;2.801.877.818;4.629.252.433;Macro;3.033.890.111
27;132.703.404;0.858878019;Micro;9.240.045.362
70;1.878.284.141;3.505.200.696;Micro;2.495.859.488
52;1.983.234.262;1.810.460.465;Macro;1.888.523.237
58;2.429.613.986;3.260.725.855;Macro;207.138.848
10;2.112.089.417;2.920.708.705;Mega;3.223.703.002
22;3.119.413.491;2.819.735.385;Micro;8.024.244.109
33;1.212.654.395;0.210453262;Macro;1.174.527.316
55;1.634.726.096;1.401.877.027;Micro;1.933.989.459
59;2.411.862.064;4.750.725.408;Micro;2.139.125.352
63;1.402.166.314;2.265.041.568;Nano;2.261.960.569
59;2.499.656.438;7.915.971.311;Nano;2.069.934.179
54;2.734.182.453;553.069.564;Mega;1.889.448.767
31;1.116.309.579;2.308.968.966;Micro;105.850.716
42;6.888.967.892;1.847.115.421;Micro;1.510.677.477
41;5.526.393.657;0.482566921;Micro;147.427.697
10;6.090.843.306;141.702.401;Macro;3.733.877.488
81;2.793.114.808;488.405.347;Micro;2.847.101.658
56;2.084.734.986;4.647.692.649;Mega;2.023.921.238
91;2.989.437.658;5.836.856.118;Macro;3.247.810.603
75;3.143.960.904;503.708.252;Micro;2.583.127.255
16;1.342.911.026;2.244.921.251;Mega;5.567.769.137
50;1.070.249.963;3.106.184.502;Nano;1.814.839.824
17;9.736.331.095;0.598563708;Micro;5.374.971.174
53;1.731.799.684;3.417.844.432;Mega;1.854.875.495
45;1.170.794.329;3.509.534.146;Nano;1.666.248.154
74;2.267.960.376;3.535.072.235;Mega;2.599.159.326
92;2.505.226.608;7.118.749.557;Micro;3.330.185.055
64;2.285.140.519;0.667171404;Micro;2.215.444.894
18;7.022.067.609;0.289604731;Micro;6.184.675.049
11;6.244.162.288;0.759346585;Macro;421.961.076
42;1.175.924.833;5.010.336.123;Mega;1.478.598.054
82;2.887.955.407;0.832748001;Micro;2.878.613.141
24;6.816.992.888;3.927.796.211;Macro;9.057.296.989
28;4.140.973.909;2.501.202.365;Macro;9.713.687.326
31;99.541.245;3.674.953.196;Mega;1.072.140.847
83;3.256.646.841;5.179.906.086;Nano;2.957.818.291
100;333.317.102;6.057.539.518;Macro;3.558.934.821
42;1.281.137.191;2.234.517.357;Mega;1.505.288.403
59;1.697.645.374;4.517.268.013;Nano;2.081.119.326
31;1.495.348.305;0.048020677;Micro;109.541.122
87;2.714.848.005;1.178.327.441;Micro;3.082.334.271
32;2.548.626.583;4.172.270.036;Mega;1.153.396.212
80;293.511.274;5.061.329.165;Nano;2.878.993.425
53;1.546.760.824;3.337.645.908;Mega;1.913.995.094
81;2.810.521;505.968.854;Micro;2.827.692.806
20;8.529.031.827;4.146.156.202;Macro;7.628.530.204
74;2.455.606.412;3.088.863.718;Mega;2.600.143.108
15;1.209.400.595;1.192.826.643;Mega;549.276.914
15;1.312.882.152;2.864.042.827;Macro;5.185.463.333
82;2.787.458.605;2.319.345.751;Micro;2.877.861.637
37;1.270.924.201;463.850.598;Macro;1.296.371.619
55;144.918.081;3.340.074.777;Mega;1.959.514.284
22;8.781.468.479;5.393.660.696;Mega;7.639.933.461
78;2.646.683.247;3.613.317.648;Macro;2.804.982.549
14;1.173.467.778;104.234.225;Nano;5.405.961.472
13;2.320.134.594;0.98234869;Micro;4.943.055.198
83;3.167.189.416;3.754.571.593;Micro;2.966.386.935
29;1.964.763.273;0.856130365;Mega;1.058.301.332
33;2.112.198.513;5.403.303.971;Nano;1.195.591.274
91;3.253.312.607;5.651.035.573;Micro;3.199.299.447
48;2.655.069.861;6.375.071.446;Macro;1.738.700.185
74;2.431.771.749;5.292.837.316;Mega;2.655.225.104
47;1.213.185.864;2.877.687.142;Macro;1.667.506.926
65;162.577.251;3.206.348.981;Nano;2.316.574.682
43;2.615.918.496;5.231.818.374;Mega;1.520.813.142
68;2.031.684.589;2.650.210.785;Nano;2.387.782.899
54;1.713.626.299;3.315.389.379;Nano;190.214.326
33;5.809.820.873;1.228.691.086;Mega;1.128.110.661
89;3.242.627.304;5.848.850.272;Nano;3.195.034.464
77;1.766.608.651;1.874.090.882;Macro;2.756.752.779
20;817.845.257;0.768759682;Micro;7.480.941.764
55;1.746.309.474;40.178.371;Nano;2.029.779.971
35;1.407.835.325;1.116.862.626;Mega;1.212.157.974
30;1.078.600.157;0.476179479;Nano;1.077.561.749
46;1.245.429.943;2.053.708.325;Mega;1.711.083.392
19;471.875.797;1.231.213.712;Nano;7.168.777.576
73;159.583.118;3.916.944.379;Nano;259.254.776
41;1.668.829.782;4.329.400.124;Macro;1.443.539.082
18;8.202.802.332;0.104486847;Mega;6.416.784.653
41;2.037.854.572;3.688.392.213;Mega;1.454.082.544
94;3.577.368.976;2.094.505.692;Nano;3.329.227.403
60;2.691.641.432;5.854.134.269;Nano;2.158.550.141
15;1.356.012.868;3.317.589.703;Mega;5.425.437.178
83;3.059.480.726;4.644.486.108;Mega;294.980.643
24;2.386.128.886;6.666.099.409;Macro;8.322.987.557
49;1.797.929.137;1.427.125.794;Micro;1.769.483.511
48;1.496.439.256;0.029690363;Mega;1.727.051.377
96;2.518.516.071;5.737.247.752;Micro;3.445.442.238
83;3.005.661.135;4.918.533.475;Macro;2.973.589.613
62;2.901.072.891;3.913.406.431;Macro;2.192.352.407
43;1.221.216.027;3.794.746.614;Micro;1.514.086.258
30;6.374.571.472;2.643.270.095;Mega;1.084.419.045
48;1.638.246.157;4.722.281.354;Micro;1.701.684.126
36;1.477.598.499;8.008.030.729;Mega;1.241.659.072
25;0.981140161;1.377.660.378;Nano;9.230.243.141
35;1.915.649.829;3.724.764.606;Macro;1.304.787.495
12;9.359.062.905;5.249.310.703;Mega;4.628.755.521
65;2.390.796.255;2.558.253.102;Macro;2.341.814.534
54;2.598.585.962;5.632.778.725;Macro;1.925.204.901
66;184.512.205;5.734.660.378;Macro;2.376.357.535
25;0.965159981;2.585.389.556;Nano;8.523.426.236
45;1.748.619.727;2.355.668.427;Micro;1.600.859.022
89;2.961.754.574;4.126.546.307;Micro;3.125.500.486
36;1.940.384.887;3.950.262.553;Micro;1.285.800.848
33;1.864.876.502;2.010.872.689;Nano;1.150.849.847
45;1.366.591.101;150.638.398;Mega;1.588.647.624
68;1.816.783.386;7.064.557.009;Macro;2.448.659.231
63;2.034.360.352;2.500.255.148;Macro;2.286.476.926
35;5.926.629.445;213.583.865;Mega;1.240.794.271
84;2.367.261.088;3.107.645.702;Micro;2.989.033.009
96;25.060.946;8.261.168.242;Micro;338.015.537
45;1.419.071.291;3.321.536.823;Nano;1.597.279.843
60;241.929.876;882.769.045;Micro;2.099.028.365
52;1.840.548.389;4.588.627.993;Micro;182.230.109
73;1.881.071.051;3.011.655.016;Macro;2.624.962.475
15;4.649.777.313;2.389.716.886;Macro;5.343.080.271
69;2.191.504.373;1.356.265.564;Micro;2.458.102.151
99;4.486.129.883;8.579.322.566;Macro;3.551.480.811
16;2.724.758.095;103.482.819;Micro;5.762.937.919
65;1.560.966.355;6.728.207.899;Nano;2.335.142.029
79;3.142.973.368;3.255.131.985;Mega;2.806.104.663
44;1.277.031.589;2.776.046.037;Macro;1.553.676.653
42;1.579.333.037;1.878.801.595;Macro;1.487.902.583
22;1.178.493.468;0.009092532;Nano;8.096.231.466
42;8.342.327.563;4.017.463.021;Nano;1.551.794.634
62;2.355.330.281;589.293.156;Macro;2.195.485.134
23;7.956.173.782;0.912076126;Nano;8.303.620.465
89;3.421.397.898;4.786.459.552;Macro;3.187.117.311
67;2.711.403.284;2.646.603.229;Macro;2.360.287.822
94;3.747.520.003;6.093.510.288;Macro;3.340.609.261
50;1.037.446.633;432.978.936;Mega;176.586.201
96;3.700.648.765;7.150.101.013;Mega;3.433.204.752
86;3.260.830.419;4.793.069.167;Mega;3.060.828.436
66;2.015.441.348;350.221.048;Micro;236.001.644
60;2.609.727.976;1.525.980.545;Nano;2.172.293.131
59;1.684.366.435;1.582.101.781;Micro;2.071.893.113
63;2.140.157.977;2.332.838.624;Nano;2.212.850.004
61;1.613.495.534;3.038.417.797;Macro;2.160.157.622
54;1.086.707.292;2.932.960.829;Nano;1.985.214.102
80;2.645.466.629;7.956.071.282;Nano;2.791.802.705
51;178.984.319;0.925631096;Micro;1.799.306.044
56;2.532.563.097;2.071.338.689;Macro;2.034.231.182
100;3.952.324.828;9.351.920.567;Micro;3.559.499.829
47;1.394.312.816;6.153.942.854;Nano;1.697.149.304
55;2.573.139.014;3.820.392.929;Micro;1.930.003.865
20;1.235.406.098;43.558.596;Macro;7.220.876.316
89;2.589.509.413;2.400.939.144;Nano;3.154.790.544
30;6.334.378.802;0.795481886;Mega;1.025.736.407
54;2.374.559.638;3.850.858.082;Macro;1.874.913.834
66;1.205.703.979;3.722.753.612;Macro;2.367.567.928
55;1.011.533.608;292.221.083;Mega;1.912.725.417
78;297.134.494;5.312.680.855;Nano;2.711.260.094
53;1.704.016.276;3.156.623.295;Macro;1.904.596.035
96;2.245.101.738;1.115.810.985;Nano;3.449.342.002
44;8.517.662.372;0.443216978;Mega;1.530.552.548
65;1.980.994.369;6.390.368.242;Macro;2.323.273.365
41;1.071.151.338;1.080.983.657;Micro;1.396.303.564
68;2.611.363.167;2.738.414.665;Mega;2.397.887.643
67;1.584.088.866;5.144.712.635;Macro;2.388.459.113
87;2.865.521.764;432.703.635;Mega;3.069.499.787
69;1.965.653.268;3.380.057.305;Mega;2.450.944.279
64;2.459.745.898;7.320.931.129;Nano;2.312.683.509
61;2.702.285.841;295.767.597;Macro;2.183.675.799
97;2.674.517.188;8.197.650.451;Micro;344.687.169
89;3.737.620.072;2.616.112.731;Nano;3.145.549.903
46;1.256.388.433;5.640.950.375;Macro;1.694.035.697
25;3.894.421.609;1.756.190.542;Micro;8.735.248.595
80;2.416.999.806;353.517.966;Macro;2.860.300.404
31;9.246.981.499;2.709.764.692;Mega;1.090.749.985
74;2.966.161.056;6.605.580.895;Mega;2.642.402.183
76;1.986.221.522;2.198.497.564;Nano;2.694.416.982
70;1.486.819.499;5.769.506.631;Micro;2.457.659.287
48;2.261.030.252;3.849.709.776;Nano;1.691.387.631
30;9.820.597.494;339.200.924;Mega;1.041.918.592
25;1.254.018.005;1.757.871.648;Nano;9.033.184.491
73;2.958.800.787;5.256.752.406;Macro;2.628.823.829
50;1.607.391.542;2.133.291.153;Micro;176.445.489
43;553.180.147;0.738537115;Macro;1.508.313.558
73;2.129.185.882;4.094.001.423;Mega;2.581.435.466
84;2.397.771.882;4.967.358.267;Micro;2.997.485.752
28;9.969.769.741;5.801.150.248;Macro;1.013.861.216
43;1.656.616.065;3.758.375.149;Mega;1.595.372.458
74;3.110.028.424;4.276.767.478;Nano;2.639.106.303
65;2.337.873.921;0.496559529;Mega;2.402.716.802
37;2.321.754.718;176.389.766;Nano;1.298.158.556
43;1.450.355.259;5.540.172.367;Macro;1.531.050.313
65;1.943.854.953;1.017.771.272;Macro;2.288.209.795
10;7.951.313.088;5.221.649.163;Mega;3.915.997.494
58;2.006.195.686;2.818.226.959;Mega;2.103.024.538
87;3.660.536.537;9.215.618.373;Nano;3.079.358.339
84;2.804.443.897;3.311.678.578;Micro;301.138.568
42;669.975.335;2.161.864.768;Mega;1.479.228.529
64;1.423.847.068;0.455445095;Mega;227.245.536
69;197.854.764;2.708.754.057;Mega;2.442.201.654
38;1.073.453.527;0.51088457;Nano;1.365.902.837
62;1.980.149.851;7.431.546.241;Micro;2.203.647.427
35;1.617.611.461;2.801.679.964;Mega;1.270.595.564
38;8.937.947.856;0.801876265;Micro;1.347.800.375
29;8.217.607.504;1.975.593.443;Nano;1.038.727.026
61;2.367.190.912;3.362.017.203;Mega;217.368.027
77;2.986.234.905;0.917605295;Macro;2.761.736.609
74;2.236.140.177;2.046.320.049;Nano;2.712.348.159
74;2.471.108.346;0.793258638;Macro;2.625.577.619
94;2.421.879.807;3.462.431.445;Micro;3.361.558.034
55;2.293.162.206;201.995.944;Nano;1.958.963.478
92;3.315.174.003;6.429.606.019;Macro;3.295.311.298
47;165.207.045;0.595258971;Micro;1.717.323.311
36;1.658.347.729;0.710402473;Mega;1.287.500.819
25;1.908.465.673;1.922.723.544;Nano;9.019.350.726
80;2.971.334.143;222.160.046;Micro;2.830.834.947
40;8.209.850.573;5.633.470.777;Macro;1.428.491.442
66;249.112.458;3.124.255.381;Nano;2.366.491.764
23;6.115.897.898;200.102.528;Micro;809.603.373
82;1.735.969.287;4.361.815.987;Nano;295.518.075
82;2.357.063.476;5.577.005.503;Mega;2.866.589.042
18;0.767382803;0.514440496;Mega;6.672.337.848
53;2.003.308.237;4.304.445.001;Macro;1.904.565.967
93;2.960.636.034;453.404.604;Micro;3.310.361.116
14;524.203.637;1.379.918.092;Mega;4.939.806.523
22;1.610.246.464;4.881.430.652;Mega;7.481.459.598
12;8.270.664.197;1.837.365.198;Micro;4.364.177.876
60;236.001.629;1.991.318.497;Micro;2.093.217.765
69;2.396.530.468;449.419.079;Micro;2.446.548.065
75;2.035.778.359;6.382.532.621;Mega;2.690.378.784
17;1.062.493.206;5.604.877.885;Mega;6.250.050.231
45;2.554.478.363;4.020.040.406;Mega;1.539.473.267
22;1.631.346.708;3.584.063.728;Micro;7.927.951.356
42;2.092.321.366;335.024.021;Mega;154.549.281
68;1.386.615.704;0.040676461;Micro;2.397.627.292
74;3.096.750.738;1.308.395.694;Mega;266.757.198
65;185.065.161;4.245.568.702;Mega;2.341.596.648
75;1.912.302.371;1.254.935.551;Mega;2.665.079.866
24;6.155.116.452;1.258.231.325;Micro;8.658.322.079
48;2.265.504.441;5.973.427.536;Mega;1.687.785.465
18;1.209.442.343;0.487387374;Macro;6.420.709.331
52;3.147.852.666;8.214.623.871;Mega;1.840.322.232
95;3.690.617.957;5.525.357.936;Macro;3.355.569.132
80;2.753.148.648;8.330.084.621;Nano;2.816.446.174
72;2.593.209.391;0.237228908;Mega;2.539.660.258
27;4.174.456.912;0.233593939;Mega;9.043.207.739
67;2.166.430.854;4.774.567.506;Micro;2.398.007.363
17;166.928.453;212.301.111;Nano;5.879.957.954
35;1.450.214.433;3.448.791.566;Mega;1.251.620.963
15;1.349.819.708;2.084.050.121;Micro;5.399.688.051
40;1.516.117.672;1.608.331.687;Nano;1.416.279.548
40;1.951.414.899;4.048.576.792;Micro;1.409.935.076
28;451.613.662;292.255.466;Nano;1.004.237.046
23;6.097.325.008;1.785.855.988;Micro;8.063.484.412
66;29.203.523;7.078.862.302;Micro;2.379.509.754
35;1.658.991.748;2.529.490.549;Mega;1.181.016.505
67;175.538.255;339.216.147;Mega;2.377.424.954
68;235.828.261;4.234.526.407;Mega;241.230.924
89;1.964.677.846;2.399.579.787;Micro;3.148.906.177
85;316.447.624;433.936.309;Macro;3.015.561.908
98;1.753.880.402;2.351.623.952;Nano;3.425.758.538
